y 2015
m 12
p 56.552 152.166 2016:2:27:7:0:0
p 53.0143 169.826 2016:2:27:8:0:0
p 52.8351 188.445 2016:2:27:9:0:0
p 56.0478 206.275 2016:2:27:10:0:0
p 62.1003 222.087 2016:2:27:11:0:0
p 70.2055 235.685 2016:2:27:12:0:0
p 79.64 247.526 2016:2:27:13:0:0
p 89.5436 258.275 2016:2:27:14:0:0
p 80.3703 111.302 2016:2:28:4:0:0
p 70.8081 123.005 2016:2:28:5:0:0
p 62.5075 136.423 2016:2:28:6:0:0
p 56.1839 152.062 2016:2:28:7:0:0
p 52.6359 169.82 2016:2:28:8:0:0
p 52.4661 188.55 2016:2:28:9:0:0
p 55.7062 206.471 2016:2:28:10:0:0
p 61.7937 222.339 2016:2:28:11:0:0
p 69.9319 235.964 2016:2:28:12:0:0
p 79.3928 247.817 2016:2:28:13:0:0
p 89.3425 258.574 2016:2:28:14:0:0
